specObjID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err,oi_6300_flux,oi_6300_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err
299583410811201536,145.39406,0.35570036,0.09089124,79.70974,2.462613,12.67162,2.288252,6.13351,2.885919,40.98183,2.306245,2.700569,2.029056,17.22784,2.607482,9.38998,3.232376
299585334956550144,145.32998,0.1754678,0.06222474,15.11413,1.874362,5.460364,1.759033,14.43283,2.405046,16.10177,2.069207,1.964555,1.730151,8.323214,1.892458,1.414492,1.86369
299585609834457088,145.22038,0.41085475,0.09825251,30.50418,3.315955,5.191631,2.930108,18.0466,3.210547,25.82727,3.156145,1.442492,2.666293,12.84991,3.060741,5.28261,3.189892
299588083735619584,145.28856,0.34651307,0.06460119,155.0861,2.713421,32.05624,2.166479,12.76922,2.183434,46.9244,1.971767,3.646628,1.463928,31.46875,1.786958,23.14065,1.721973
299588358613526528,145.21869,0.14700021,0.08318624,60.68333,2.212501,15.07073,2.02793,4.369401,2.30386,28.06854,2.065513,0.1874749,1.773811,10.37043,6.618832,9.339371,2.136724
299588908369340416,145.86812,0.82938446,0.08260037,58.58734,3.464876,14.63386,3.106861,10.09232,3.21993,42.82106,3.182326,7.357879,2.646468,14.30803,3.763979,6.245495,3.341195
299590832514689024,145.5446,0.93933415,0.08390663,24.82665,3.470861,1.884485,3.194418,5.746015,3.2554,24.79143,3.260865,3.15166,3.253973,6.627447,4.112669,5.481122,3.360322
299591107392595968,145.61284,0.97233302,0.05735964,404.0885,4.68324,106.4664,3.231663,53.55283,3.116404,130.4489,2.82396,10.49228,1.933973,86.98476,2.560252,67.6757,2.421447
299591657148409856,145.84294,0.74785818,0.1639919,66.95496,3.864249,9.366003,2.739425,15.62463,3.646258,36.37386,3.049869,2.090163,2.40863,14.35742,4.123673,8.677031,2.694986
299591932026316800,145.79341,1.1856538,0.06256682,133.8752,5.456444,21.15593,4.313512,46.37664,4.772031,138.9239,4.954206,46.53567,4.076695,82.12478,4.475886,66.47538,4.428444
299592206904223744,145.64213,0.97197048,0.1660953,53.64807,3.153135,12.35284,2.810766,5.664312,2.975567,15.0836,2.15859,1.589613,1.992763,5.488407,2.03335,5.145792,2.581896
299593581293758464,145.66358,0.97364599,0.1353705,600.7238,6.603685,129.7674,3.651696,26.49664,3.401081,234.5796,4.26261,18.119,2.321673,94.465,4.759187,68.57773,3.782161
299594405927479296,145.43387,0.56413952,0.1461468,48.74673,4.326823,29.72382,5.786215,1.515327,4.101233,23.91367,4.035339,2.925282,3.209789,11.51596,4.157523,3.81349,7.988495
299594680805386240,145.59403,0.30938427,0.04570889,586.3332,6.867763,113.9731,3.847119,37.4241,3.757887,269.3496,4.707122,26.07836,3.038629,103.7957,3.696829,83.99057,3.606914
299595230561200128,145.63365,0.62077958,0.1557892,84.42124,3.938271,16.70062,3.226258,14.63298,4.017896,70.80495,5.856551,0.8576143,3.787097,35.73972,3.854365,28.12267,4.000864
299595505439107072,145.55448,0.22326714,0.1522246,108.3145,4.124738,14.00578,3.074769,5.67854,3.352744,47.27875,3.111856,0.4102935,2.366714,9.499036,2.704153,11.17566,3.474305
299595780317014016,145.51241,0.33917087,0.006378901,153.8173,1.275628,35.59267,0.5935662,3.656026,0.3481153,39.80714,0.5205919,1.011221,0.2668548,16.52884,0.3968633,11.71782,0.3600186
299597154706548736,145.47131,0.15515025,0.1225,576.2369,6.277106,121.3313,3.905878,452.449,5.716667,520.5421,5.17182,30.3217,2.541708,109.2755,3.356111,110.1778,3.431825
299597429584455680,145.57687,0.23361317,0.09049731,55.26268,2.489801,16.36924,2.433723,11.0588,3.148249,28.07235,2.378309,1.624012,2.483848,16.32072,2.569876,3.910598,4.256581
299599078851897344,145.55565,0.18343852,0.120346,96.39385,3.502309,29.89396,2.659805,14.3692,2.793613,47.33845,3.237979,3.958668,2.155544,24.50076,3.338914,15.94963,2.611119
299600178363525120,145.99263,0.78807767,0.03801033,993.2001,9.111692,214.1007,4.768551,107.3838,4.515635,380.6035,5.656456,13.24785,3.357722,112.4541,4.160325,83.85831,3.92128
299601002997245952,145.9506,1.0651305,0.1540819,11.92738,3.581965,7.173747,3.148332,5.00471,2.392839,11.10045,3.234878,0.364838,1.953025,0.791269,5.159105,0.3851474,1.904645
299601277875152896,145.89128,1.1165244,0.05158934,3601.152,23.90178,998.5123,10.1605,2524.677,20.69341,441.258,4.637217,74.35032,2.525893,443.4508,5.133564,307.0977,4.182464
299601552753059840,145.9373,1.1418559,0.1241183,25.96159,3.160655,8.066994,2.914836,11.83508,2.939156,20.2083,3.437474,4.972737,2.271606,8.651973,2.580981,4.059365,2.735657
299602102508873728,145.88615,1.1964676,0.1633623,163.3555,5.421887,32.48492,3.264579,7.564551,3.757545,89.41029,3.888218,2.352335,3.140965,26.36076,3.241987,19.57387,2.932281
299602377386780672,146.01513,0.8235057,0.1232092,102.78,3.917822,20.05196,3.250397,35.29883,3.139234,74.64108,3.427151,9.204659,2.326303,41.83678,2.861706,28.2061,2.861262
299602927142594560,146.01225,0.76563817,0.0374546,725.4607,6.299401,214.1368,3.881145,197.4061,3.864455,161.5144,2.73844,9.143567,1.640291,103.9901,2.389098,72.2782,2.191828
299604026654222336,146.08224,1.0348001,0.1198547,85.25614,3.133936,24.45117,2.460479,10.23484,2.853115,51.76315,3.671807,3.879109,2.215065,18.66304,3.318734,9.556328,2.596401
299604301532129280,145.87188,0.87375974,0.1515293,26.30256,3.046261,8.741755,2.838896,29.95322,4.52321,50.05048,3.805948,13.56121,3.372184,24.09049,3.597357,8.552696,5.246204
299604851287943168,145.89356,1.0284222,0.05329375,267.5282,3.874518,61.06378,2.786848,21.92434,2.540144,86.58644,2.464135,5.910673,1.808396,55.09375,2.256102,37.57005,2.124366
299605401043757056,145.8475,0.67573036,0.02660205,50.1729,3.021212,12.10792,2.9217,57.39756,3.946375,38.07753,3.207799,5.373271,3.110799,21.02412,3.26031,22.73436,3.367488
299606500555384832,145.64564,0.50959376,0.1561039,53.05276,2.367368,17.26594,2.185983,1.087491,2.282741,7.595903,2.757659,0.3237588,3.499723,5.336819,1.513651,5.131335,2.11456
299606775433291776,145.73267,0.53403606,0.1642566,45.17073,5.239049,16.60044,4.09212,13.84128,4.591952,54.12993,4.289132,14.14263,3.920723,19.91315,5.462771,8.251519,3.927161
299607050311198720,145.79259,0.52472729,0.1222728,196.0961,5.006794,43.1407,3.539336,50.93515,3.686884,132.1341,3.75264,16.807,2.527672,36.30586,2.980225,36.36559,3.195589
299607325189105664,145.81392,0.48850601,0.0627807,145.4322,2.887242,40.73222,2.455766,9.946052,2.195771,47.55698,1.899693,4.610031,1.44888,31.81533,1.748739,21.93468,1.647424
299607600067012608,145.80019,0.41417226,0.02524959,374.9436,5.602103,70.19812,3.546628,49.28839,3.722379,198.3827,4.582889,19.15328,3.27452,82.4512,4.012987,54.95967,3.951806
299608149822826496,145.6519,0.46908714,0.1224014,133.9608,4.178755,33.42539,2.940993,8.712358,2.80755,75.26357,2.998445,10.53035,2.017369,18.99733,2.349399,18.13108,2.406725
299608424700733440,145.79648,0.56150148,0.07998672,198.1381,3.222979,53.30949,2.711504,34.14091,2.705215,51.09724,2.075826,6.055596,1.677458,44.30919,2.583886,36.82865,2.448968
299609249334454272,145.72946,0.12689565,0.03669919,225.3687,3.504264,49.74669,2.491828,15.15882,2.424595,89.19385,2.776854,6.441563,2.167459,46.17053,2.408594,32.384,2.511514
299609799090268160,145.77515,0.32021602,0.02492348,2154.871,15.82008,695.6219,7.29741,4605.134,32.47083,51.04001,1.513543,20.36342,1.608087,97.47421,2.147814,70.34242,2.107017
299610073968175104,145.76582,0.13534552,0.123279,236.8927,4.493991,56.34292,3.604278,146.4084,4.171804,173.0037,3.981126,19.27157,2.466944,57.86506,2.980325,52.49122,3.123046
299610898601895936,146.23428,1.1255896,0.1224251,8.384018,5.005784,5.287302,4.369808,4.113575,4.10885,22.1372,4.421387,6.487098,3.412011,4.740232,3.727027,1.519184,3.769284
299611173479802880,146.24704,0.92494778,0.1436299,129.3254,3.608054,24.1229,3.264383,1.530842,3.237053,44.41307,3.477655,0.9208599,2.37146,18.46485,2.914654,12.30853,2.991721
299613097625151488,146.26584,1.2304246,0.006355164,108.7583,2.624549,30.1784,2.818623,65.6298,3.304258,7.334184,1.565205,0.5408543,1.614319,17.56748,1.732149,6.205035,1.609566
299613922258872320,146.15329,0.86874136,0.1200819,23.92471,2.747689,9.15012,2.49017,1.026578,3.398618,23.48977,4.090521,5.772928,2.647,7.638128,4.015005,1.812447,2.962694
299615021770500096,146.12635,0.75790423,0.1241094,147.9404,5.130025,29.45722,4.218459,215.3123,4.913185,125.6447,4.285956,18.68361,2.633497,50.04358,3.140038,47.3302,3.551827
299615296648407040,146.13155,0.84119279,0.1224185,52.38928,3.993659,10.00516,2.854904,30.29993,3.399906,39.42457,3.133673,0.8167689,2.23616,6.729666,2.578212,10.74789,2.730742
299616671037941760,145.99917,0.35244454,0.1436527,171.3261,3.676076,31.81747,3.162137,15.04641,3.275104,95.64536,3.807166,3.653601,2.429611,21.73029,2.886749,20.63931,3.013149
299616945915848704,145.92821,0.53113356,0.03047678,77.74821,2.379075,23.93297,2.521744,14.54816,2.602245,19.76946,1.734667,4.040982,1.696728,26.75591,2.313088,17.58755,1.954295
299617220793755648,146.05095,0.44008916,0.08006686,887.5396,7.529619,197.7811,4.082595,96.68105,3.558557,252.1798,3.588517,22.7352,2.192241,161.6675,3.847872,123.0287,3.498371
299617770549569536,145.94781,0.46529716,0.0303838,200.2706,4.791296,44.90566,3.0527,38.5819,3.440107,86.59311,3.292519,16.40117,2.743435,63.06165,3.416137,41.37077,3.102661
299618045427476480,146.06202,0.30231485,0.1222152,190.735,5.154664,47.87605,3.846734,173.4187,4.731881,167.8519,4.113263,36.95225,2.856091,84.31168,3.597711,74.70917,3.43248
299618320305383424,145.93673,0.49889122,0.12362,44.9868,4.024292,11.49474,3.396702,5.648367,3.057534,30.001,3.591867,3.91617,2.344044,15.77308,2.766817,6.884676,2.831177
299619419817011200,145.90721,0.40090482,0.1441793,102.9884,2.803162,16.41183,2.550261,12.07063,2.544362,37.48006,2.545792,4.934539,1.827081,14.06472,2.295764,12.63802,2.351929
299619694694918144,146.04543,0.17980546,0.01112419,2375.152,16.67516,701.9868,7.737876,2279.035,17.26705,198.7981,2.849996,45.14973,2.120532,230.952,3.323531,178.0945,2.925539
299619969572825088,145.93972,0.11688777,0.1454365,309.0901,4.535244,66.13542,3.096109,14.76035,2.806496,104.2506,2.910951,7.226433,1.944456,38.52331,2.580082,28.95356,3.212503
299620519328638976,145.95625,0.19937236,0.1445547,35.98981,2.554284,7.587738,2.568079,9.305771,3.069734,20.44137,2.905623,1.449759,2.180521,1.851207,2.641582,3.762922,2.637854
299621069084452864,145.93858,0.15101524,0.08002961,263.7695,3.175677,71.70961,2.448429,69.72427,2.577072,57.32608,1.670398,9.937716,1.315139,56.71581,2.160587,43.74263,2.006993
299621343962359808,145.97847,0.29494694,0.1256616,115.1415,4.170919,26.89888,3.686138,18.70492,3.50337,52.58656,3.543383,7.033449,2.601095,10.72157,2.985236,8.520628,3.08273
299621893718173696,146.21636,0.65945184,0.1936545,41.95093,3.07542,17.46152,3.434031,2.274449,2.19601,16.35795,5.915672,2.34073,1.603809,6.575841,2.742645,1.144721,2.030293
299622718351894528,146.25172,0.506149,0.03735736,459.367,4.848978,94.31874,3.305722,87.5701,3.325171,131.3241,2.92366,18.81296,2.062978,94.15914,2.632782,69.78603,2.397553
299623542985615360,146.14438,0.24309987,0.2183854,27.63277,5.638491,13.53102,4.106797,4.901061,2.517462,35.73253,4.640338,6.421672,2.80187,15.48418,3.677559,8.433496,3.527974
299623817863522304,146.08981,0.65983497,0.03610206,56.51643,1.956962,15.24712,2.175401,15.74001,2.28521,20.85264,1.516511,4.874647,1.466043,21.59159,1.668048,15.76461,1.630035
299625742008870912,146.17224,0.57064832,0.1443569,173.359,3.039831,41.44617,2.804401,15.18344,2.650295,63.29676,2.475496,3.303341,1.670723,28.07505,2.29586,20.19247,2.159437
299626291764684800,146.14448,0.12700616,0.1259206,161.5973,3.319467,36.45838,2.62271,5.157605,2.680482,51.89845,2.475616,6.409949,1.773579,24.83694,2.240705,15.6441,2.463832
299626841520498688,146.1566,0.56959059,0.144225,56.35277,3.75373,16.45282,3.89499,50.0715,4.569035,48.71075,3.852358,7.643015,3.024138,25.16536,3.666067,26.91611,3.785627
299627391276312576,146.42944,0.24000639,0.1907701,71.50941,4.702058,29.45174,4.194589,5.426711,3.023076,28.68259,3.224733,2.537066,1.99126,12.16518,3.073706,4.789783,3.192014
299627666154219520,146.32035,0.57342009,0.14669,101.2425,4.531901,11.1782,8.133364,3.247802,3.758695,42.0421,3.151376,4.617984,2.452529,11.10502,2.984639,2.796867,4.84771
299627941032126464,146.40623,0.6041419,0.05756393,159.557,3.218228,36.79979,2.853023,22.10358,2.902605,44.34494,2.140167,8.143293,1.75597,38.0825,2.052744,27.92311,1.934069
299628490787940352,146.46299,0.63870908,0.03032346,1473.619,11.88737,317.4383,5.827258,85.59758,4.441088,505.576,5.605134,31.71647,2.928284,237.2078,4.654445,162.8932,4.004008
299628765665847296,146.33806,0.72218147,0.1467964,23.23425,4.447509,1.103586,9.028489,1.913209,3.127124,16.17691,2.694507,0.9102699,2.280455,5.938295,2.624759,2.930686,3.725292
299629590299568128,146.29875,0.65613355,0.1206606,42.00387,3.534101,9.439767,3.028803,9.276914,2.891826,20.93547,2.634342,2.265208,1.922292,2.339545,3.096225,5.159314,2.151531
299629865177475072,146.4187,0.39886801,0.1439138,12.89646,2.80096,5.129032,3.100308,5.40608,3.092896,8.115546,2.570873,5.641243,2.245237,4.564986,2.532549,4.235775,2.679346
299630140055382016,146.51535,0.16677959,0.04892132,507.958,5.551169,128.0497,3.680076,45.90336,3.107361,182.7587,3.413367,14.8085,2.132442,87.46271,2.808186,59.78167,2.509131
299631239567009792,146.39576,0.24010216,0.1203865,150.4623,3.916121,33.16695,3.158784,6.502659,3.013803,72.59306,3.288113,7.685779,2.142919,28.58677,3.391871,21.94637,2.570768
299631514444916736,146.37363,0.25553936,0.1291836,98.8429,5.300958,15.45703,4.257912,12.37557,4.793533,80.07401,5.354693,6.1454,3.787562,17.13784,4.434477,25.35174,7.921107
299632339078637568,146.58882,0.1725996,0.05742602,225.8311,5.138267,53.42515,4.097387,38.00491,4.35134,132.5258,4.488177,15.70635,3.34908,56.99457,3.769427,39.93906,3.658779
299632888834451456,146.6088,0.80469883,0.1429193,109.4604,2.818014,22.59447,2.629816,6.354975,3.040673,36.04971,4.093278,1.710109,1.99381,14.80402,2.353092,12.8415,2.418716
299633163712358400,146.35326,1.0603733,0.1276188,256.7376,4.933413,45.94022,3.572877,16.89235,3.431783,90.40683,3.320911,4.942797,2.227806,52.25972,3.596205,34.75271,3.139287
299633438590265344,146.58351,1.2272745,0.1337064,11.13204,2.247154,3.486925,2.051785,5.184437,3.048985,11.82928,2.502387,4.428062,2.010268,1.677364,4.008224,11.71405,4.376639
299633988346079232,146.38552,1.1469976,0.2701064,556.8371,7.087554,140.9157,3.151942,351.1635,6.207878,84.946,3.561068,12.61912,2.33665,58.65116,3.246683,45.7187,4.248295
299634263223986176,146.39189,0.97823298,0.06153553,77.01791,2.155873,15.91509,2.291965,26.32885,2.273408,14.35056,1.414333,2.857065,1.205807,19.00379,1.427419,13.84345,1.454613
299634538101893120,146.37291,1.070121,0.1279921,52.25406,4.601426,11.44641,3.77155,16.09192,4.174996,40.60973,3.972234,9.691984,3.12837,23.1952,4.031527,18.42459,4.18726
299635637613520896,146.53089,0.7819304,0.02025769,155.941,2.916511,50.22465,3.523444,73.61599,3.965743,11.30263,1.647674,1.639223,1.827312,26.08536,1.947374,19.45952,2.721725
299635912491427840,146.37977,0.92667107,0.08535129,212.1318,3.2655,50.24716,2.975053,11.39995,2.793131,80.28949,2.48076,7.055264,1.961116,28.3876,2.80602,20.68296,2.475492
299636462247241728,146.36651,0.8511818,0.1427506,74.09858,3.854979,17.8656,3.668102,7.114043,3.713217,44.46295,3.985636,7.139791,2.797043,20.58567,3.281698,14.87356,3.329417
299637012003055616,146.43634,1.0591926,0.06258034,22.60443,8.602316,8.197126,8.481597,15.67022,5.147333,9.548879,4.794991,1.307214,4.121428,10.364,4.442439,1.113872,4.354901
299637836636776448,146.5912,0.89671788,0.02630387,184.5013,3.00137,51.13116,3.045956,36.91146,2.759681,44.08714,1.904889,2.324072,1.928558,45.04202,2.18285,32.18094,2.003448
299638111514683392,146.83636,0.51181492,0.06357722,134.3766,2.855887,33.02384,2.486308,8.295544,2.365644,47.31856,1.985243,2.233722,1.506681,29.22078,1.836761,17.93678,1.665045
299638386392590336,146.78188,0.70441663,0.08525799,111.7934,2.556624,33.0836,2.810834,13.6483,2.66028,33.79543,1.974431,4.856912,1.829932,26.88348,2.310414,25.51127,2.617811
299638661270497280,146.8068,0.66563514,0.0200758,853.0652,10.24324,156.3904,5.302642,70.22443,5.325087,515.1613,8.314297,48.40514,5.264379,187.3937,6.605312,140.8103,6.799898
299639211026311168,146.79909,0.70274154,0.03053254,2139.695,15.96448,612.728,7.618419,1053.112,10.97926,351.6221,4.485957,62.74306,2.98958,343.9395,5.144104,244.8647,4.396609
299639485904218112,146.74774,0.26577222,0.09132998,18.19611,2.500762,4.017173,2.884431,9.27222,3.400355,12.18703,2.428461,2.095058,2.307533,10.54912,2.9575,10.17965,3.121833
299640310537938944,146.68492,0.67847921,0.2109386,65.62848,5.419173,8.850605,5.787347,10.795,3.194464,42.00333,4.846614,8.507778,4.58428,15.44513,3.787871,1.4488,3.649576
299640585415845888,146.61129,0.69305476,0.02518325,229.0997,3.249729,68.75723,3.336348,114.6989,3.820442,31.27232,1.721761,7.205528,1.809952,48.99038,2.192586,28.52964,2.27909
299640860293752832,146.69457,0.17236098,0.1800086,82.29309,3.218776,21.37587,2.545257,7.053967,2.570086,30.52091,2.603981,0.2812634,1.83879,8.016895,2.527184,7.256042,2.139135
299642234683287552,146.72511,0.50828311,0.005922012,777.9006,6.862987,229.5928,4.710256,354.5447,5.444599,119.7829,2.462128,13.31022,1.771468,118.692,2.522024,83.47686,2.301385
299643334194915328,146.61674,0.13787023,0.09155164,10.68947,1.972592,9.114265,2.565089,19.22484,4.140317,8.711716,2.645717,3.969565,2.720706,7.360414,3.311793,1.797987,3.053482
299643609072822272,146.66771,1.1020897,0.1281922,59.77298,3.408328,12.34645,2.643706,9.819548,2.605924,21.56279,2.422713,0.3852124,1.608163,8.911339,2.155167,4.367274,2.380728
299643883950729216,146.81624,0.94410756,0.06297942,27.37239,3.562679,4.974944,3.600574,8.076777,3.023068,8.487494,2.266101,1.541909,2.115837,13.63841,2.431403,9.533981,2.352352
299644708584450048,146.76759,1.0747132,0.08557262,27.10921,2.195671,10.32375,2.309295,5.221063,2.410717,16.70033,2.18939,3.356431,2.028447,12.316,2.357582,7.102315,2.345587
299645533218170880,146.72476,1.0311295,0.08645536,159.3771,2.588964,39.60222,2.288136,8.287917,2.164402,52.50768,1.804545,2.675707,1.617666,30.34926,2.00629,19.61904,2.283454
299646907607705600,146.77163,1.010302,0.1616769,351.3117,6.588876,53.04268,3.38297,19.64905,3.896888,115.1251,4.082058,13.48229,3.216116,62.03601,3.370267,35.02693,5.179445
299647182485612544,146.77295,0.96442822,0.006186391,243.9635,3.225005,74.80563,3.049578,153.3803,3.606485,18.98438,1.405519,8.283245,1.385966,39.8393,1.593126,27.53757,1.524852
299647457363519488,146.67719,1.1295687,0.08577254,122.9959,2.828085,21.57409,2.560436,6.008904,2.612152,48.82838,2.402491,5.940429,2.082382,24.04108,2.490022,13.83742,2.420538
299648007119333376,146.7989,0.85056678,0.123467,22.96473,4.801849,8.218798,4.535865,8.35292,3.445153,16.82543,3.733682,4.43804,2.550774,7.0661,2.843336,2.412174,2.951205
299649106630961152,146.9038,0.6322135,0.06269012,156.5744,3.399691,39.38482,2.781624,9.715894,2.707726,51.47818,2.79982,5.190042,1.942251,19.84281,2.151962,14.05432,2.107793
299649381508868096,146.87104,0.42252041,0.1242851,4.906287,1.950352,2.933674,2.319623,4.405638,2.391376,9.255409,2.555877,0.96632,1.7458,3.307328,1.900299,4.264242,2.313984
299649656386775040,146.8769,0.36161608,0.1258487,1001.9,8.549173,234.3673,4.26445,152.4512,4.071981,407.2336,4.751184,36.32106,2.40472,172.8734,3.650594,136.3014,3.439015
299650755898402816,146.91732,0.69489356,0.06181516,21.16673,2.045596,5.614594,2.172397,7.87108,2.326063,20.17437,1.991011,0.8720355,1.54273,5.706693,1.651181,6.521269,1.765699
299651580532123648,147.00379,0.59493357,0.219245,422.261,7.14221,69.61304,3.501534,33.26806,2.46137,189.1929,4.620341,18.2646,2.526616,74.73845,3.629578,57.90485,3.368493
299652130287937536,147.03909,0.52560708,0.06346273,516.7769,4.336855,134.6182,2.004113,120.4238,2.013692,113.3248,1.411529,10.28142,0.7789828,81.20013,1.330048,57.8144,1.155396
299652954921658368,146.88773,0.21745855,0.06296776,254.0052,4.060719,40.674,3.036987,15.48976,3.004034,132.8655,3.181401,8.716232,2.172328,48.55569,2.572789,34.07399,2.483667
299653229799565312,146.97831,0.38903265,0.07030654,285.4309,3.436531,66.73431,2.613403,53.36222,2.536451,75.6659,2.031482,10.88271,1.481928,67.21134,2.073943,42.3878,1.893396
299653779555379200,146.90289,0.20893553,0.08021138,29.63078,3.237252,3.739907,2.957505,1.491128,2.909017,21.74889,2.907558,4.996551,2.439536,8.240567,2.943924,9.39329,3.551152
299654054433286144,146.95764,0.39340648,0.06987419,604.0031,6.696008,120.2294,3.531661,43.16371,3.142366,192.3833,3.382054,16.28969,2.148153,92.3065,2.939452,64.5616,2.759166
299654329311193088,147.11309,0.44008895,0.06238846,244.7573,4.562272,76.61945,3.449817,524.8609,6.523363,171.0604,3.48332,52.14047,2.680159,66.18264,2.868264,57.83102,2.862274
299654604189100032,146.934,0.81888985,0.1542999,31.01027,4.368367,7.791733,3.716746,1.98081,3.520192,15.97261,5.056903,4.300631,4.176955,7.92771,3.843503,0.05431905,3.255077
299655703700727808,146.9318,1.0351669,0.02719446,31.99494,1.649915,13.3684,2.094939,10.34604,1.778511,4.62597,1.101079,1.737248,1.304521,10.21446,1.510693,6.838158,1.304447
299657078090262528,146.94866,1.0045674,0.3351803,57.81378,42.83566,1.027031,1.860341,0.5126242,1.589191,15.41788,5.412731,0.905813,3.011366,2.882085,5.068671,4.530563,5.553366
299657627846076416,147.032,0.77534942,0.1431519,12.73472,7.441313,27.62288,7.778841,13.90921,4.616505,25.28188,5.706684,2.119815,4.311335,10.20171,4.538443,0.4324149,4.480359
299657902723983360,147.0805,0.78802023,0.2109481,71.8262,11.0638,3.640364,6.57745,26.75898,4.457453,49.94188,9.947527,14.59712,6.607026,19.50313,6.279418,14.11729,6.557497
299658452479797248,146.84077,0.88626588,0.06234466,184.3459,3.424543,34.12861,2.741713,4.045088,2.502804,70.56197,2.504549,5.116442,1.759729,20.64484,1.962767,15.0578,1.95583
299658727357704192,146.84222,0.74084309,0.02013125,473.6742,4.980221,116.5431,3.381064,105.9001,3.362133,128.7748,2.614155,23.00228,2.028541,121.1888,2.794325,94.91644,3.052068
299659277113518080,147.07442,0.88521055,0.09820835,111.1284,3.022214,26.74906,2.77048,6.095309,2.701779,38.59929,2.638276,3.413992,2.109115,13.93728,2.387095,11.53893,2.671453
299660376625145856,147.15059,0.41658878,0.06453946,91.88309,3.16747,12.99119,2.593488,14.68519,3.011385,53.77121,3.073782,7.650276,2.404976,23.55942,2.649693,18.91909,2.641854
299660926380959744,147.29397,0.38134272,0.1098582,89.11731,2.792645,22.81176,1.850267,6.658247,1.942293,38.64574,2.064017,5.70408,1.398675,23.5318,1.667111,14.48616,1.893775
299661201258866688,147.17998,0.49299324,0.06260023,122.8106,2.473173,29.06633,2.158391,28.77853,2.105381,30.25807,1.433975,6.348976,1.382121,30.76298,1.463168,19.59747,1.335851
299661476136773632,147.12735,0.50446172,0.08605687,74.91304,2.266917,17.67595,2.309391,14.21761,2.328523,49.63749,2.182207,4.211842,1.811823,17.56512,2.19672,14.15774,2.171227
299662575648401408,147.2654,0.46567798,0.07368669,82.19914,2.131675,21.88952,2.059984,8.118775,1.988206,33.01747,1.715214,3.054056,1.350679,19.64538,1.609602,11.57063,1.671389
299663125404215296,147.32681,0.2454933,0.09284572,98.09557,2.536072,27.12378,2.310349,17.24143,2.353659,44.43774,2.213493,8.424724,1.842022,20.84057,3.680299,15.1046,2.326818
299663400282122240,147.30829,0.15116349,0.08016862,4.550282,2.491395,1.19471,2.128169,11.77422,3.893119,26.47837,3.925063,5.218667,3.388325,9.121495,3.963653,10.50207,4.310492
299663675160029184,147.12832,0.3692322,0.06984089,74.11702,2.702121,17.76406,2.476245,5.445982,2.400205,34.18875,2.425404,0.9024708,1.823205,10.98355,2.105906,8.186749,2.148667
299664499793750016,147.31446,0.17484306,0.08467233,61.39408,1.928632,14.97372,1.985237,2.223541,1.909933,22.49343,1.617867,2.115797,1.754924,7.65342,2.203698,6.195944,1.715917
299664774671656960,147.19292,0.27191843,0.02016207,2891.112,21.44574,794.5548,9.272701,626.6895,9.35099,740.2675,7.623108,41.28255,4.028289,460.9821,6.83302,351.2475,6.376019
299665324427470848,147.3056,0.2175774,0.0199993,113.3372,2.1309,35.98272,2.847867,25.72125,2.253912,23.59425,1.452616,4.887948,1.442269,33.2163,1.692356,21.43008,2.129208
300615576982677504,148.59859,-0.73222758,0.04655848,212.5971,3.508145,74.67915,2.687029,104.2611,3.149531,42.20855,1.772798,10.83131,1.541427,55.6404,1.880856,37.37824,1.814656
300615851860584448,148.64627,-1.0468933,0.1528665,18.68731,3.234971,7.824912,3.355651,5.299126,3.454986,19.16859,2.861219,3.49346,2.419997,3.463797,2.373214,3.053332,2.949024
300616126738491392,148.6669,-0.89910499,0.09342866,121.1885,5.431174,24.16568,4.469627,34.30636,4.512201,133.5011,5.083827,15.4211,3.865014,52.99841,4.816132,23.84091,4.570912
300617501128026112,148.73288,-0.76115921,0.08627161,266.537,5.180221,64.29639,4.022976,27.43689,3.998506,123.455,4.317158,11.56401,3.361481,47.75138,4.068207,32.6119,4.140052
300618325761746944,148.58323,-1.1467697,0.1387639,22.4968,4.647331,12.59531,3.896793,0.1310068,2.894717,14.01812,2.986066,3.955663,2.513826,8.898959,3.214713,3.028352,2.787394
300619150395467776,148.56496,-0.95461485,0.08904524,9.843959,2.650011,13.52228,3.449533,4.61752,1.660524,2.856802,1.385608,2.013325,1.770572,11.78781,5.215926,0.6602178,1.655362
300619425273374720,148.58499,-0.94207436,0.08391871,25.46548,2.925423,5.674486,2.838669,8.754533,2.784955,10.54072,2.273838,9.203589,2.650437,7.123766,2.941409,6.757601,2.577061
300619975029188608,148.56556,-0.93608348,0.08971721,90.71852,2.701421,13.6554,2.449598,9.70267,2.518756,66.95929,2.480824,3.710402,2.559761,18.54334,2.834267,10.50321,2.319498
300620799662909440,148.72704,-1.1209844,0.08433501,255.8474,3.203324,62.44374,2.522492,12.67478,2.276222,98.81001,2.212105,9.025476,1.969797,31.21758,2.448491,25.97692,2.017655
300621074540816384,149.16857,-0.38049866,0.08544684,20.88668,1.992416,8.5684,2.042765,1.410528,1.958411,13.52851,1.867202,2.866298,1.697854,3.071026,1.896323,5.018312,2.111566
300622998686164992,149.19127,-0.25953399,0.07061857,197.9253,4.749385,56.44421,3.823157,128.8982,5.090958,153.9535,4.527078,7.942978,3.381266,29.52962,3.655798,34.00753,3.752237
